ID,ActivityHour,StepTotal,Calories,TotalIntensities,AverageIntensity
1503960366,4/16/2016 10:00:00 PM,42,55,3,0.05
1503960366,4/16/2016 11:00:00 PM,92,56,5,0.083333
1503960366,4/17/2016 12:00:00 AM,0,47,0,0
1503960366,4/17/2016 1:00:00 AM,0,48,0,0
1503960366,4/17/2016 2:00:00 AM,0,47,0,0
1503960366,4/17/2016 3:00:00 AM,8,49,1,0.016667
1503960366,4/17/2016 4:00:00 AM,0,48,0,0
1503960366,4/17/2016 5:00:00 AM,0,48,0,0
1503960366,4/17/2016 6:00:00 AM,0,48,0,0
1503960366,4/17/2016 7:00:00 AM,0,48,0,0
1503960366,4/17/2016 8:00:00 AM,0,48,0,0
1503960366,4/17/2016 9:00:00 AM,0,48,0,0
1503960366,4/17/2016 10:00:00 AM,0,47,0,0
1503960366,4/17/2016 11:00:00 AM,84,63,9,0.15
1503960366,4/17/2016 12:00:00 PM,260,76,18,0.3
1503960366,4/17/2016 1:00:00 PM,402,83,23,0.383333
1503960366,4/17/2016 2:00:00 PM,252,69,10,0.166667
1503960366,4/17/2016 3:00:00 PM,191,73,13,0.216667
1503960366,4/17/2016 4:00:00 PM,13,57,2,0.033333
1503960366,4/17/2016 5:00:00 PM,2613,174,71,1.183333
1503960366,4/17/2016 6:00:00 PM,1616,136,39,0.65
1503960366,4/17/2016 7:00:00 PM,754,95,24,0.4
1503960366,4/17/2016 8:00:00 PM,2955,191,87,1.45
1503960366,4/17/2016 9:00:00 PM,487,79,16,0.266667
1503960366,4/17/2016 10:00:00 PM,70,58,5,0.083333
1503960366,4/17/2016 11:00:00 PM,0,50,0,0
1503960366,4/18/2016 12:00:00 AM,416,82,21,0.35
1503960366,4/18/2016 1:00:00 AM,0,48,0,0
1503960366,4/18/2016 2:00:00 AM,0,47,0,0
1503960366,4/18/2016 3:00:00 AM,0,47,0,0
1503960366,4/18/2016 4:00:00 AM,0,47,0,0
1503960366,4/18/2016 5:00:00 AM,0,47,0,0
1503960366,4/18/2016 6:00:00 AM,0,47,0,0
1503960366,4/18/2016 7:00:00 AM,0,47,0,0
1503960366,4/18/2016 8:00:00 AM,0,47,0,0
1503960366,4/18/2016 9:00:00 AM,1688,133,39,0.65
1503960366,4/18/2016 10:00:00 AM,380,81,17,0.283333
1503960366,4/18/2016 11:00:00 AM,328,73,15,0.25
1503960366,4/18/2016 12:00:00 PM,1306,118,40,0.666667
1503960366,4/18/2016 1:00:00 PM,268,70,9,0.15
1503960366,4/18/2016 2:00:00 PM,137,64,7,0.116667
1503960366,4/18/2016 3:00:00 PM,495,80,14,0.233333
1503960366,4/18/2016 4:00:00 PM,277,78,17,0.283333
1503960366,4/18/2016 5:00:00 PM,304,79,18,0.3
1503960366,4/18/2016 6:00:00 PM,4074,234,114,1.9
1503960366,4/18/2016 7:00:00 PM,2101,157,30,0.5
1503960366,4/18/2016 8:00:00 PM,28,57,2,0.033333
1503960366,4/18/2016 9:00:00 PM,187,68,11,0.183333
1503960366,4/18/2016 10:00:00 PM,542,86,19,0.316667
1503960366,4/18/2016 11:00:00 PM,488,83,18,0.3
1503960366,4/19/2016 12:00:00 AM,0,47,0,0
1503960366,4/19/2016 1:00:00 AM,22,49,1,0.016667
1503960366,4/19/2016 2:00:00 AM,0,47,0,0
1503960366,4/19/2016 3:00:00 AM,9,50,2,0.033333
1503960366,4/19/2016 4:00:00 AM,0,47,0,0
1503960366,4/19/2016 5:00:00 AM,0,47,0,0
1503960366,4/19/2016 6:00:00 AM,7,49,1,0.016667
1503960366,4/19/2016 7:00:00 AM,316,75,19,0.316667
1503960366,4/19/2016 8:00:00 AM,1656,130,38,0.633333
1503960366,4/19/2016 9:00:00 AM,367,79,16,0.266667
1503960366,4/19/2016 10:00:00 AM,203,75,16,0.266667
1503960366,4/19/2016 11:00:00 AM,194,72,13,0.216667
1503960366,4/19/2016 12:00:00 PM,1887,143,61,1.016667
1503960366,4/19/2016 1:00:00 PM,2697,171,65,1.083333
1503960366,4/19/2016 2:00:00 PM,409,76,12,0.2
1503960366,4/19/2016 3:00:00 PM,299,72,12,0.2
1503960366,4/19/2016 4:00:00 PM,297,71,9,0.15
1503960366,4/19/2016 5:00:00 PM,732,90,13,0.216667
1503960366,4/19/2016 6:00:00 PM,1280,120,30,0.5
1503960366,4/19/2016 7:00:00 PM,397,93,31,0.516667
1503960366,4/19/2016 8:00:00 PM,2487,159,69,1.15
1503960366,4/19/2016 9:00:00 PM,826,94,16,0.266667
1503960366,4/19/2016 10:00:00 PM,52,58,4,0.066667
1503960366,4/19/2016 11:00:00 PM,1369,120,48,0.8
1503960366,4/20/2016 12:00:00 AM,16,54,2,0.033333
1503960366,4/20/2016 1:00:00 AM,36,53,2,0.033333
1503960366,4/20/2016 2:00:00 AM,0,47,0,0
1503960366,4/20/2016 3:00:00 AM,0,48,0,0
1503960366,4/20/2016 4:00:00 AM,0,48,0,0
1503960366,4/20/2016 5:00:00 AM,0,47,0,0
1503960366,4/20/2016 6:00:00 AM,0,48,0,0
1503960366,4/20/2016 7:00:00 AM,29,51,3,0.05
1503960366,4/20/2016 8:00:00 AM,264,70,14,0.233333
1503960366,4/20/2016 9:00:00 AM,1993,144,50,0.833333
1503960366,4/20/2016 10:00:00 AM,459,79,13,0.216667
1503960366,4/20/2016 11:00:00 AM,65,58,1,0.016667
1503960366,4/20/2016 12:00:00 PM,185,64,8,0.133333
1503960366,4/20/2016 1:00:00 PM,64,61,5,0.083333
1503960366,4/20/2016 2:00:00 PM,1270,113,39,0.65
1503960366,4/20/2016 3:00:00 PM,797,97,21,0.35
1503960366,4/20/2016 4:00:00 PM,261,70,11,0.183333
1503960366,4/20/2016 5:00:00 PM,13,57,2,0.033333
1503960366,4/20/2016 6:00:00 PM,1308,114,32,0.533333
1503960366,4/20/2016 7:00:00 PM,1558,117,36,0.6
1503960366,4/20/2016 8:00:00 PM,499,80,12,0.2
1503960366,4/20/2016 9:00:00 PM,395,83,22,0.366667
1503960366,4/20/2016 10:00:00 PM,77,62,7,0.116667
1503960366,4/20/2016 11:00:00 PM,1255,120,33,0.55
1503960366,4/21/2016 12:00:00 AM,17,54,2,0.033333
1503960366,4/21/2016 1:00:00 AM,129,61,8,0.133333
1503960366,4/21/2016 2:00:00 AM,81,55,5,0.083333
1503960366,4/21/2016 3:00:00 AM,0,48,0,0
1503960366,4/21/2016 4:00:00 AM,0,47,0,0
1503960366,4/21/2016 5:00:00 AM,0,47,0,0
1503960366,4/21/2016 6:00:00 AM,0,48,0,0
1503960366,4/21/2016 7:00:00 AM,38,52,3,0.05
1503960366,4/21/2016 8:00:00 AM,245,71,15,0.25
1503960366,4/21/2016 9:00:00 AM,1672,133,26,0.433333
1503960366,4/21/2016 10:00:00 AM,255,77,16,0.266667
1503960366,4/21/2016 11:00:00 AM,0,55,0,0
1503960366,4/21/2016 12:00:00 PM,384,73,11,0.183333
1503960366,4/21/2016 1:00:00 PM,1140,113,25,0.416667
1503960366,4/21/2016 2:00:00 PM,12,58,2,0.033333
1503960366,4/21/2016 3:00:00 PM,213,68,8,0.133333
1503960366,4/21/2016 4:00:00 PM,26,60,4,0.066667
1503960366,4/21/2016 5:00:00 PM,96,60,5,0.083333
1503960366,4/21/2016 6:00:00 PM,213,69,9,0.15
1503960366,4/21/2016 7:00:00 PM,100,64,8,0.133333
1503960366,4/21/2016 8:00:00 PM,3541,213,92,1.533333
1503960366,4/21/2016 9:00:00 PM,970,104,21,0.35
1503960366,4/21/2016 10:00:00 PM,89,63,9,0.15
1503960366,4/21/2016 11:00:00 PM,598,84,15,0.25
1503960366,4/22/2016 12:00:00 AM,0,47,0,0
1503960366,4/22/2016 1:00:00 AM,0,47,0,0
1503960366,4/22/2016 2:00:00 AM,0,47,0,0
1503960366,4/22/2016 3:00:00 AM,0,47,0,0
1503960366,4/22/2016 4:00:00 AM,0,47,0,0
1503960366,4/22/2016 5:00:00 AM,0,47,0,0
1503960366,4/22/2016 6:00:00 AM,0,47,0,0
1503960366,4/22/2016 7:00:00 AM,0,47,0,0
1503960366,4/22/2016 8:00:00 AM,0,47,0,0
1503960366,4/22/2016 9:00:00 AM,192,65,13,0.216667
1503960366,4/22/2016 10:00:00 AM,29,54,2,0.033333
1503960366,4/22/2016 11:00:00 AM,958,102,34,0.566667
1503960366,4/22/2016 12:00:00 PM,38,57,2,0.033333
1503960366,4/22/2016 1:00:00 PM,118,60,4,0.066667
1503960366,4/22/2016 2:00:00 PM,0,54,0,0
1503960366,4/22/2016 3:00:00 PM,180,66,10,0.166667
1503960366,4/22/2016 4:00:00 PM,22,58,4,0.066667
1503960366,4/22/2016 5:00:00 PM,1041,104,18,0.3
1503960366,4/22/2016 6:00:00 PM,514,87,23,0.383333
1503960366,4/22/2016 7:00:00 PM,629,82,16,0.266667
1503960366,4/22/2016 8:00:00 PM,329,71,13,0.216667
1503960366,4/22/2016 9:00:00 PM,5934,311,159,2.65
1503960366,4/22/2016 10:00:00 PM,855,95,30,0.5
1503960366,4/22/2016 11:00:00 PM,1925,136,54,0.9
1503960366,4/23/2016 12:00:00 AM,182,63,9,0.15
1503960366,4/23/2016 1:00:00 AM,0,47,0,0
1503960366,4/23/2016 2:00:00 AM,11,49,1,0.016667
1503960366,4/23/2016 3:00:00 AM,0,47,0,0
1503960366,4/23/2016 4:00:00 AM,0,47,0,0
1503960366,4/23/2016 5:00:00 AM,0,48,0,0
1503960366,4/23/2016 6:00:00 AM,12,50,2,0.033333
1503960366,4/23/2016 7:00:00 AM,0,48,0,0
1503960366,4/23/2016 8:00:00 AM,127,59,8,0.133333
1503960366,4/23/2016 9:00:00 AM,285,75,17,0.283333
1503960366,4/23/2016 10:00:00 AM,49,56,4,0.066667
1503960366,4/23/2016 11:00:00 AM,703,84,11,0.183333
1503960366,4/23/2016 12:00:00 PM,1597,129,49,0.816667
1503960366,4/23/2016 1:00:00 PM,1453,129,51,0.85
1503960366,4/23/2016 2:00:00 PM,202,78,20,0.333333
1503960366,4/23/2016 3:00:00 PM,158,73,15,0.25
1503960366,4/23/2016 4:00:00 PM,2008,140,52,0.866667
1503960366,4/23/2016 5:00:00 PM,1472,121,26,0.433333
1503960366,4/23/2016 6:00:00 PM,2569,173,66,1.1
1503960366,4/23/2016 7:00:00 PM,29,51,2,0.033333
1503960366,4/23/2016 8:00:00 PM,142,63,9,0.15
1503960366,4/23/2016 9:00:00 PM,2432,162,54,0.9
1503960366,4/23/2016 10:00:00 PM,709,96,25,0.416667
1503960366,4/23/2016 11:00:00 PM,231,60,6,0.1
1503960366,4/24/2016 12:00:00 AM,141,66,10,0.166667
1503960366,4/24/2016 1:00:00 AM,42,54,2,0.033333
1503960366,4/24/2016 2:00:00 AM,0,48,0,0
1503960366,4/24/2016 3:00:00 AM,0,48,0,0
1503960366,4/24/2016 4:00:00 AM,8,49,1,0.016667
1503960366,4/24/2016 5:00:00 AM,0,48,0,0
1503960366,4/24/2016 6:00:00 AM,7,49,1,0.016667
1503960366,4/24/2016 7:00:00 AM,0,47,0,0
1503960366,4/24/2016 8:00:00 AM,8,49,1,0.016667
1503960366,4/24/2016 9:00:00 AM,76,59,8,0.133333
1503960366,4/24/2016 10:00:00 AM,492,90,26,0.433333
1503960366,4/24/2016 11:00:00 AM,149,67,12,0.2
1503960366,4/24/2016 12:00:00 PM,548,82,12,0.2
1503960366,4/24/2016 1:00:00 PM,394,74,12,0.2
1503960366,4/24/2016 2:00:00 PM,26,52,1,0.016667
1503960366,4/24/2016 3:00:00 PM,27,52,2,0.033333
1503960366,4/24/2016 4:00:00 PM,885,102,29,0.483333
1503960366,4/24/2016 5:00:00 PM,411,86,25,0.416667
1503960366,4/24/2016 6:00:00 PM,911,115,40,0.666667
1503960366,4/24/2016 7:00:00 PM,4871,270,131,2.183333
1503960366,4/24/2016 8:00:00 PM,342,76,18,0.3
1503960366,4/24/2016 9:00:00 PM,244,74,17,0.283333
1503960366,4/24/2016 10:00:00 PM,66,61,7,0.116667
1503960366,4/24/2016 11:00:00 PM,391,72,10,0.166667
1503960366,4/25/2016 12:00:00 AM,95,62,8,0.133333
1503960366,4/25/2016 1:00:00 AM,22,53,3,0.05
1503960366,4/25/2016 2:00:00 AM,97,57,6,0.1
1503960366,4/25/2016 3:00:00 AM,0,47,0,0
1503960366,4/25/2016 4:00:00 AM,25,50,2,0.033333
1503960366,4/25/2016 5:00:00 AM,4,49,1,0.016667
1503960366,4/25/2016 6:00:00 AM,0,47,0,0
1503960366,4/25/2016 7:00:00 AM,44,52,3,0.05
1503960366,4/25/2016 8:00:00 AM,426,83,22,0.366667
1503960366,4/25/2016 9:00:00 AM,2041,146,46,0.766667
1503960366,4/25/2016 10:00:00 AM,258,73,12,0.2
1503960366,4/25/2016 11:00:00 AM,1468,121,24,0.4
1503960366,4/25/2016 12:00:00 PM,707,92,19,0.316667
1503960366,4/25/2016 1:00:00 PM,299,75,13,0.216667
1503960366,4/25/2016 2:00:00 PM,94,62,5,0.083333
1503960366,4/25/2016 3:00:00 PM,359,76,13,0.216667
1503960366,4/25/2016 4:00:00 PM,263,71,10,0.166667
1503960366,4/25/2016 5:00:00 PM,188,67,8,0.133333
1503960366,4/25/2016 6:00:00 PM,116,61,6,0.1
1503960366,4/25/2016 7:00:00 PM,2815,182,86,1.433333
1503960366,4/25/2016 8:00:00 PM,895,95,30,0.5
1503960366,4/25/2016 9:00:00 PM,4895,267,132,2.2
1503960366,4/25/2016 10:00:00 PM,188,68,11,0.183333
1503960366,4/25/2016 11:00:00 PM,56,54,3,0.05
1503960366,4/26/2016 12:00:00 AM,101,56,4,0.066667
1503960366,4/26/2016 1:00:00 AM,178,66,11,0.183333
1503960366,4/26/2016 2:00:00 AM,0,51,0,0
1503960366,4/26/2016 3:00:00 AM,145,64,11,0.183333
1503960366,4/26/2016 4:00:00 AM,0,48,0,0
1503960366,4/26/2016 5:00:00 AM,7,49,1,0.016667
1503960366,4/26/2016 6:00:00 AM,0,48,0,0
1503960366,4/26/2016 7:00:00 AM,28,52,3,0.05
1503960366,4/26/2016 8:00:00 AM,173,67,13,0.216667
1503960366,4/26/2016 9:00:00 AM,1826,139,31,0.516667
1503960366,4/26/2016 10:00:00 AM,666,92,22,0.366667
1503960366,4/26/2016 11:00:00 AM,266,78,17,0.283333
1503960366,4/26/2016 12:00:00 PM,415,74,10,0.166667
1503960366,4/26/2016 1:00:00 PM,1571,126,42,0.7
1503960366,4/26/2016 2:00:00 PM,1998,142,60,1
1503960366,4/26/2016 3:00:00 PM,323,74,9,0.15
1503960366,4/26/2016 4:00:00 PM,697,93,22,0.366667
1503960366,4/26/2016 5:00:00 PM,143,60,5,0.083333
1503960366,4/26/2016 6:00:00 PM,2513,169,72,1.2
1503960366,4/26/2016 7:00:00 PM,148,73,15,0.25
1503960366,4/26/2016 8:00:00 PM,1649,127,26,0.433333
1503960366,4/26/2016 9:00:00 PM,450,79,14,0.233333
1503960366,4/26/2016 10:00:00 PM,148,66,9,0.15
1503960366,4/26/2016 11:00:00 PM,310,80,21,0.35
1503960366,4/27/2016 12:00:00 AM,277,68,10,0.166667
1503960366,4/27/2016 1:00:00 AM,60,59,5,0.083333
1503960366,4/27/2016 2:00:00 AM,17,53,2,0.033333
1503960366,4/27/2016 3:00:00 AM,0,47,0,0
1503960366,4/27/2016 4:00:00 AM,0,47,0,0
1503960366,4/27/2016 5:00:00 AM,0,47,0,0
1503960366,4/27/2016 6:00:00 AM,0,47,0,0
1503960366,4/27/2016 7:00:00 AM,0,47,0,0
1503960366,4/27/2016 8:00:00 AM,0,47,0,0
1503960366,4/27/2016 9:00:00 AM,1916,149,33,0.55
1503960366,4/27/2016 10:00:00 AM,502,93,27,0.45
1503960366,4/27/2016 11:00:00 AM,797,100,23,0.383333
1503960366,4/27/2016 12:00:00 PM,701,89,12,0.2
1503960366,4/27/2016 1:00:00 PM,319,76,13,0.216667
1503960366,4/27/2016 2:00:00 PM,1932,150,35,0.583333
1503960366,4/27/2016 3:00:00 PM,59,63,6,0.1
1503960366,4/27/2016 4:00:00 PM,98,64,7,0.116667
1503960366,4/27/2016 5:00:00 PM,261,73,13,0.216667
1503960366,4/27/2016 6:00:00 PM,2714,178,73,1.216667
1503960366,4/27/2016 7:00:00 PM,5786,318,150,2.5
1503960366,4/27/2016 8:00:00 PM,2420,174,70,1.166667
1503960366,4/27/2016 9:00:00 PM,266,76,20,0.333333
1503960366,4/27/2016 10:00:00 PM,0,47,0,0
1503960366,4/27/2016 11:00:00 PM,0,47,0,0
1503960366,4/28/2016 12:00:00 AM,0,47,0,0
1503960366,4/28/2016 1:00:00 AM,127,62,10,0.166667
1503960366,4/28/2016 2:00:00 AM,0,48,0,0
1503960366,4/28/2016 3:00:00 AM,0,47,0,0
1503960366,4/28/2016 4:00:00 AM,0,48,0,0
1503960366,4/28/2016 5:00:00 AM,0,47,0,0
1503960366,4/28/2016 6:00:00 AM,0,48,0,0
1503960366,4/28/2016 7:00:00 AM,14,49,1,0.016667
1503960366,4/28/2016 8:00:00 AM,128,63,11,0.183333
1503960366,4/28/2016 9:00:00 AM,1192,116,38,0.633333
1503960366,4/28/2016 10:00:00 AM,987,105,19,0.316667
1503960366,4/28/2016 11:00:00 AM,288,73,10,0.166667
1503960366,4/28/2016 12:00:00 PM,317,78,16,0.266667
1503960366,4/28/2016 1:00:00 PM,1144,108,33,0.55
1503960366,4/28/2016 2:00:00 PM,1512,124,47,0.783333
1503960366,4/28/2016 3:00:00 PM,115,61,5,0.083333
1503960366,4/28/2016 4:00:00 PM,554,81,10,0.166667
1503960366,4/28/2016 5:00:00 PM,235,72,11,0.183333
1503960366,4/28/2016 6:00:00 PM,1829,138,56,0.933333
1503960366,4/28/2016 7:00:00 PM,13,56,1,0.016667
1503960366,4/28/2016 8:00:00 PM,2122,151,50,0.833333
1503960366,4/28/2016 9:00:00 PM,986,103,21,0.35
1503960366,4/28/2016 10:00:00 PM,16,55,2,0.033333
1503960366,4/28/2016 11:00:00 PM,1512,121,48,0.8
1503960366,4/29/2016 12:00:00 AM,202,65,9,0.15
1503960366,4/29/2016 1:00:00 AM,0,49,0,0
1503960366,4/29/2016 2:00:00 AM,71,54,4,0.066667
1503960366,4/29/2016 3:00:00 AM,0,47,0,0
1503960366,4/29/2016 4:00:00 AM,0,47,0,0
1503960366,4/29/2016 5:00:00 AM,0,48,0,0
1503960366,4/29/2016 6:00:00 AM,0,47,0,0
1503960366,4/29/2016 7:00:00 AM,27,52,3,0.05
1503960366,4/29/2016 8:00:00 AM,201,67,13,0.216667
1503960366,4/29/2016 9:00:00 AM,1820,142,33,0.55
1503960366,4/29/2016 10:00:00 AM,44,60,4,0.066667
1503960366,4/29/2016 11:00:00 AM,104,60,4,0.066667
1503960366,4/29/2016 12:00:00 PM,214,65,6,0.1
1503960366,4/29/2016 1:00:00 PM,41,62,6,0.1
1503960366,4/29/2016 2:00:00 PM,1711,136,56,0.933333
1503960366,4/29/2016 3:00:00 PM,1076,110,23,0.383333
1503960366,4/29/2016 4:00:00 PM,285,73,10,0.166667
1503960366,4/29/2016 5:00:00 PM,380,75,9,0.15
1503960366,4/29/2016 6:00:00 PM,118,60,5,0.083333
1503960366,4/29/2016 7:00:00 PM,267,71,11,0.183333
1503960366,4/29/2016 8:00:00 PM,386,80,16,0.266667
1503960366,4/29/2016 9:00:00 PM,1366,118,20,0.333333
1503960366,4/29/2016 10:00:00 PM,1111,111,27,0.45
1503960366,4/29/2016 11:00:00 PM,1757,140,56,0.933333
1503960366,4/30/2016 12:00:00 AM,19,51,1,0.016667
1503960366,4/30/2016 1:00:00 AM,65,57,7,0.116667
1503960366,4/30/2016 2:00:00 AM,0,47,0,0
1503960366,4/30/2016 3:00:00 AM,6,49,1,0.016667
1503960366,4/30/2016 4:00:00 AM,0,47,0,0
1503960366,4/30/2016 5:00:00 AM,0,48,0,0
1503960366,4/30/2016 6:00:00 AM,0,48,0,0
1503960366,4/30/2016 7:00:00 AM,0,48,0,0
1503960366,4/30/2016 8:00:00 AM,60,52,3,0.05
1503960366,4/30/2016 9:00:00 AM,148,64,11,0.183333
1503960366,4/30/2016 10:00:00 AM,239,72,17,0.283333
1503960366,4/30/2016 11:00:00 AM,127,62,7,0.116667
1503960366,4/30/2016 12:00:00 PM,92,58,4,0.066667
1503960366,4/30/2016 1:00:00 PM,141,65,11,0.183333
1503960366,4/30/2016 2:00:00 PM,520,85,22,0.366667
1503960366,4/30/2016 3:00:00 PM,993,94,26,0.433333
1503960366,4/30/2016 4:00:00 PM,3388,203,99,1.65
1503960366,4/30/2016 5:00:00 PM,2176,160,55,0.916667
